"trade_date","new_ath_marker","period","return"
"1952-10-03","N","1 year","-0.0416"
"1952-10-06","N","1 year","-0.0429"
"1952-10-07","N","1 year","-0.0336"
"1952-10-08","N","1 year","-0.0390"
"1952-10-09","N","1 year","-0.0370"
"1952-10-10","N","1 year","-0.0399"
"1952-10-14","N","1 year","-0.0327"
"1952-10-15","N","1 year","-0.0046"
"1952-10-16","N","1 year","0.0096"
"1952-10-17","N","1 year","-0.0017"
"1952-10-20","N","1 year","0.0017"
"1952-10-21","N","1 year","0.0050"
"1952-10-22","N","1 year","0.0210"
"1952-10-23","N","1 year","0.0201"
"1952-10-24","N","1 year","0.0116"
"1952-10-27","N","1 year","0.0071"
"1952-10-28","N","1 year","0.0066"
"1952-10-29","N","1 year","0.0178"
"1952-10-30","N","1 year","0.0161"
"1952-10-31","N","1 year","0.0057"
"1952-11-03","N","1 year","-0.0037"
"1952-11-05","N","1 year","-0.0012"
"1952-11-06","N","1 year","-0.0065"
"1952-11-07","N","1 year","-0.0048"
"1952-11-10","N","1 year","-0.0161"
"1952-11-12","N","1 year","-0.0077"
"1952-11-13","N","1 year","-0.0069"
"1952-11-14","N","1 year","-0.0149"
"1952-11-17","N","1 year","-0.0222"
"1952-11-18","N","1 year","-0.0346"
"1952-11-19","N","1 year","-0.0367"
"1952-11-20","N","1 year","-0.0332"
"1952-11-21","N","1 year","-0.0360"
"1952-11-24","N","1 year","-0.0362"
"1952-11-25","N","1 year","-0.0331"
"1952-11-26","N","1 year","-0.0337"
"1952-11-28","Y","1 year","-0.0351"
"1952-12-01","Y","1 year","-0.0350"
"1952-12-02","Y","1 year","-0.0307"
"1952-12-03","N","1 year","-0.0288"
"1952-12-04","N","1 year","-0.0246"
"1952-12-05","N","1 year","-0.0261"
"1952-12-08","Y","1 year","-0.0345"
"1952-12-09","Y","1 year","-0.0420"
"1952-12-10","Y","1 year","-0.0462"
"1952-12-11","N","1 year","-0.0462"
"1952-12-12","Y","1 year","-0.0518"
"1952-12-15","N","1 year","-0.0511"
"1952-12-16","Y","1 year","-0.0426"
"1952-12-17","N","1 year","-0.0422"
"1952-12-18","N","1 year","-0.0399"
"1952-12-19","Y","1 year","-0.0459"
"1952-12-22","Y","1 year","-0.0585"
"1952-12-23","N","1 year","-0.0573"
"1952-12-24","N","1 year","-0.0538"
"1952-12-26","N","1 year","-0.0586"
"1952-12-29","Y","1 year","-0.0700"
"1952-12-30","Y","1 year","-0.0688"
"1952-12-31","N","1 year","-0.0662"
"1953-01-02","N","1 year","-0.0599"
"1953-01-05","Y","1 year","-0.0585"
"1953-01-06","N","1 year","-0.0506"
"1953-01-07","N","1 year","-0.0497"
"1953-01-08","N","1 year","-0.0532"
"1953-01-09","N","1 year","-0.0491"
"1953-01-12","N","1 year","-0.0359"
"1953-01-13","N","1 year","-0.0365"
"1953-01-14","N","1 year","-0.0341"
"1953-01-15","N","1 year","-0.0268"
"1953-01-16","N","1 year","-0.0227"
"1953-01-19","N","1 year","-0.0127"
"1953-01-20","N","1 year","-0.0149"
"1953-01-21","N","1 year","-0.0115"
"1953-01-22","N","1 year","-0.0103"
"1953-01-23","N","1 year","-0.0054"
"1953-01-26","N","1 year","0.0027"
"1953-01-27","N","1 year","-0.0015"
"1953-01-28","N","1 year","-0.0042"
"1953-01-29","N","1 year","-0.0046"
"1953-01-30","N","1 year","-0.0148"
"1953-02-02","N","1 year","-0.0222"
"1953-02-03","N","1 year","-0.0200"
"1953-02-04","N","1 year","-0.0083"
"1953-02-05","N","1 year","0.0057"
"1953-02-06","N","1 year","0.0163"
"1953-02-09","N","1 year","0.0187"
"1953-02-10","N","1 year","0.0203"
"1953-02-11","N","1 year","0.0164"
"1953-02-13","N","1 year","0.0117"
"1953-02-16","N","1 year","0.0062"
"1953-02-17","N","1 year","0.0141"
"1953-02-18","N","1 year","0.0188"
"1953-02-19","N","1 year","0.0137"
"1953-02-20","N","1 year","0.0078"
"1953-02-24","N","1 year","0.0031"
"1953-02-25","N","1 year","0.0000"
"1953-02-26","N","1 year","0.0077"
"1953-02-27","N","1 year","0.0135"
"1953-03-02","N","1 year","0.0150"
"1953-03-03","N","1 year","0.0123"
"1953-03-04","N","1 year","0.0244"
"1953-03-05","N","1 year","0.0283"
"1953-03-06","N","1 year","0.0236"
"1953-03-09","N","1 year","0.0263"
"1953-03-10","N","1 year","0.0255"
"1953-03-11","N","1 year","0.0218"
"1953-03-12","N","1 year","0.0214"
"1953-03-13","N","1 year","0.0149"
"1953-03-16","N","1 year","0.0130"
"1953-03-17","N","1 year","0.0110"
"1953-03-18","N","1 year","0.0187"
"1953-03-19","N","1 year","0.0225"
"1953-03-20","N","1 year","0.0233"
"1953-03-23","N","1 year","0.0223"
"1953-03-24","N","1 year","0.0115"
"1953-03-25","N","1 year","0.0123"
"1953-03-26","N","1 year","0.0235"
"1953-03-27","N","1 year","0.0258"
"1953-03-30","N","1 year","0.0422"
"1953-03-31","N","1 year","0.0652"
"1953-04-01","N","1 year","0.0761"
"1953-04-02","N","1 year","0.0785"
"1953-04-06","N","1 year","0.0975"
"1953-04-07","N","1 year","0.0972"
"1953-04-08","N","1 year","0.0983"
"1953-04-09","N","1 year","0.1085"
"1953-04-10","N","1 year","0.1108"
"1953-04-13","N","1 year","0.1159"
"1953-04-14","N","1 year","0.1203"
"1953-04-15","N","1 year","0.1194"
"1953-04-16","N","1 year","0.1144"
"1953-04-17","N","1 year","0.1276"
"1953-04-20","N","1 year","0.1221"
"1953-04-21","N","1 year","0.1204"
"1953-04-22","N","1 year","0.1317"
"1953-04-23","N","1 year","0.1484"
"1953-04-24","N","1 year","0.1521"
"1953-04-27","N","1 year","0.1405"
"1953-04-28","N","1 year","0.1322"
"1953-04-29","N","1 year","0.1418"
"1953-04-30","N","1 year","0.1479"
"1953-05-01","N","1 year","0.1407"
"1953-05-04","N","1 year","0.1312"
"1953-05-05","N","1 year","0.1303"
"1953-05-06","N","1 year","0.1404"
"1953-05-07","N","1 year","0.1506"
"1953-05-08","N","1 year","0.1466"
"1953-05-11","N","1 year","0.1437"
"1953-05-12","N","1 year","0.1609"
"1953-05-13","N","1 year","0.1549"
"1953-05-14","N","1 year","0.1590"
"1953-05-15","N","1 year","0.1610"
"1953-05-18","N","1 year","0.1657"
"1953-05-19","N","1 year","0.1628"
"1953-05-20","N","1 year","0.1560"
"1953-05-21","N","1 year","0.1568"
"1953-05-22","N","1 year","0.1586"
"1953-05-25","N","1 year","0.1577"
"1953-05-26","N","1 year","0.1729"
"1953-05-27","N","1 year","0.1790"
"1953-05-28","N","1 year","0.1934"
"1953-05-29","N","1 year","0.1895"
"1953-06-01","N","1 year","0.2087"
"1953-06-02","N","1 year","0.2039"
"1953-06-03","N","1 year","0.2055"
"1953-06-04","N","1 year","0.2110"
"1953-06-05","N","1 year","0.2034"
"1953-06-08","N","1 year","0.1803"
"1953-06-09","N","1 year","0.1928"
"1953-06-10","N","1 year","0.2039"
"1953-06-11","N","1 year","0.2034"
"1953-06-12","N","1 year","0.2015"
"1953-06-15","N","1 year","0.2206"
"1953-06-16","N","1 year","0.2331"
"1953-06-17","N","1 year","0.2142"
"1953-06-18","N","1 year","0.2181"
"1953-06-19","N","1 year","0.2189"
"1953-06-22","N","1 year","0.2137"
"1953-06-23","N","1 year","0.2077"
"1953-06-24","N","1 year","0.2146"
"1953-06-25","N","1 year","0.2071"
"1953-06-26","N","1 year","0.2094"
"1953-06-29","N","1 year","0.2191"
"1953-06-30","N","1 year","0.2100"
"1953-07-01","N","1 year","0.2050"
"1953-07-02","N","1 year","0.2172"
"1953-07-03","N","1 year","0.2282"
"1953-07-06","N","1 year","0.2272"
"1953-07-07","N","1 year","0.2215"
"1953-07-08","N","1 year","0.2220"
"1953-07-09","N","1 year","0.2337"
"1953-07-10","N","1 year","0.2339"
"1953-07-13","N","1 year","0.2420"
"1953-07-14","N","1 year","0.2496"
"1953-07-15","N","1 year","0.2501"
"1953-07-16","N","1 year","0.2431"
"1953-07-17","N","1 year","0.2312"
"1953-07-20","N","1 year","0.2320"
"1953-07-21","N","1 year","0.2429"
"1953-07-22","N","1 year","0.2513"
"1953-07-23","N","1 year","0.2509"
"1953-07-24","N","1 year","0.2521"
"1953-07-27","N","1 year","0.2679"
"1953-07-28","N","1 year","0.2683"
"1953-07-29","N","1 year","0.2650"
"1953-07-30","N","1 year","0.2609"
"1953-07-31","N","1 year","0.2521"
"1953-08-03","N","1 year","0.2451"
"1953-08-04","N","1 year","0.2469"
"1953-08-05","N","1 year","0.2467"
"1953-08-06","N","1 year","0.2250"
"1953-08-07","N","1 year","0.2155"
"1953-08-10","N","1 year","0.2270"
"1953-08-11","N","1 year","0.2427"
"1953-08-12","N","1 year","0.2344"
"1953-08-13","N","1 year","0.2422"
"1953-08-14","N","1 year","0.2611"
"1953-08-17","N","1 year","0.2671"
"1953-08-18","N","1 year","0.2710"
"1953-08-19","N","1 year","0.2817"
"1953-08-20","N","1 year","0.2848"
"1953-08-21","N","1 year","0.2731"
"1953-08-24","N","1 year","0.2814"
"1953-08-25","N","1 year","0.2808"
"1953-08-26","N","1 year","0.2812"
"1953-08-27","N","1 year","0.2887"
"1953-08-28","N","1 year","0.2784"
"1953-08-31","N","1 year","0.2791"
"1953-09-01","N","1 year","0.2826"
"1953-09-02","N","1 year","0.2848"
"1953-09-03","N","1 year","0.2973"
"1953-09-04","N","1 year","0.3007"
"1953-09-08","N","1 year","0.2994"
"1953-09-09","N","1 year","0.2993"
"1953-09-10","N","1 year","0.3173"
"1953-09-11","N","1 year","0.3448"
"1953-09-14","N","1 year","0.3774"
"1953-09-15","N","1 year","0.3664"
"1953-09-16","N","1 year","0.3672"
"1953-09-17","N","1 year","0.3745"
"1953-09-18","N","1 year","0.3182"
"1953-09-21","N","1 year","0.3895"
"1953-09-22","N","1 year","0.3793"
"1953-09-23","N","1 year","0.3853"
"1953-09-24","N","1 year","0.3941"
"1953-09-25","N","1 year","0.3961"
"1953-09-28","N","1 year","0.3940"
"1953-09-29","N","1 year","0.3835"
"1953-09-30","N","1 year","0.3837"
"1953-10-01","N","1 year","0.3746"
"1953-10-02","N","1 year","0.3764"
"1953-10-05","N","1 year","0.3897"
"1953-10-06","N","1 year","0.4006"
"1953-10-07","N","1 year","0.3863"
"1953-10-08","N","1 year","0.3831"
"1953-10-09","N","1 year","0.3698"
"1953-10-13","N","1 year","0.3691"
"1953-10-14","N","1 year","0.3463"
"1953-10-15","N","1 year","0.3240"
"1953-10-16","N","1 year","0.3186"
"1953-10-19","N","1 year","0.3208"
"1953-10-20","N","1 year","0.3310"
"1953-10-21","N","1 year","0.3282"
"1953-10-22","N","1 year","0.3222"
"1953-10-23","N","1 year","0.3125"
"1953-10-26","N","1 year","0.3139"
"1953-10-27","N","1 year","0.3199"
"1953-10-28","N","1 year","0.3125"
"1953-10-29","N","1 year","0.2889"
"1953-10-30","N","1 year","0.2955"
"1953-11-02","N","1 year","0.3155"
"1953-11-04","N","1 year","0.3390"
"1953-11-05","N","1 year","0.3275"
"1953-11-06","N","1 year","0.3417"
"1953-11-09","N","1 year","0.3443"
"1953-11-10","N","1 year","0.3615"
"1953-11-12","N","1 year","0.3712"
"1953-11-13","N","1 year","0.3639"
"1953-11-16","N","1 year","0.3769"
"1953-11-17","N","1 year","0.3868"
"1953-11-18","N","1 year","0.3767"
"1953-11-19","N","1 year","0.3709"
"1953-11-20","N","1 year","0.3740"
"1953-11-23","N","1 year","0.3969"
"1953-11-24","N","1 year","0.3967"
"1953-11-25","N","1 year","0.4090"
"1953-11-27","N","1 year","0.4006"
"1953-11-30","N","1 year","0.3829"
"1953-12-01","N","1 year","0.3717"
"1953-12-02","N","1 year","0.3699"
"1953-12-03","N","1 year","0.3812"
"1953-12-04","N","1 year","0.3915"
"1953-12-07","N","1 year","0.3996"
"1953-12-08","N","1 year","0.4017"
"1953-12-09","N","1 year","0.3965"
"1953-12-10","N","1 year","0.3946"
"1953-12-11","N","1 year","0.3970"
"1953-12-14","N","1 year","0.3912"
"1953-12-15","N","1 year","0.3986"
"1953-12-16","N","1 year","0.3994"
"1953-12-17","N","1 year","0.4041"
"1953-12-18","N","1 year","0.4137"
"1953-12-21","N","1 year","0.4180"
"1953-12-22","N","1 year","0.4273"
"1953-12-23","N","1 year","0.4325"
"1953-12-24","N","1 year","0.4141"
"1953-12-28","N","1 year","0.4339"
"1953-12-29","N","1 year","0.4558"
"1953-12-30","N","1 year","0.4435"
"1953-12-31","N","1 year","0.4502"
"1954-01-04","N","1 year","0.4597"
"1954-01-05","N","1 year","0.4152"
"1954-01-06","N","1 year","0.3938"
"1954-01-07","N","1 year","0.4098"
"1954-01-08","N","1 year","0.4356"
"1954-01-11","N","1 year","0.4387"
"1954-01-12","N","1 year","0.4272"
"1954-01-13","N","1 year","0.4133"
"1954-01-14","N","1 year","0.4005"
"1954-01-15","N","1 year","0.3598"
"1954-01-18","N","1 year","0.3684"
"1954-01-19","N","1 year","0.3614"
"1954-01-20","N","1 year","0.3643"
"1954-01-21","N","1 year","0.3742"
"1954-01-22","N","1 year","0.3741"
"1954-01-25","N","1 year","0.3695"
"1954-01-26","N","1 year","0.3780"
"1954-01-27","N","1 year","0.3837"
"1954-01-28","N","1 year","0.3909"
"1954-01-29","N","1 year","0.4046"
"1954-02-01","N","1 year","0.4129"
"1954-02-02","N","1 year","0.4125"
"1954-02-03","N","1 year","0.4010"
"1954-02-04","N","1 year","0.4107"
"1954-02-05","N","1 year","0.4054"
"1954-02-08","N","1 year","0.3901"
"1954-02-09","N","1 year","0.4043"
"1954-02-10","N","1 year","0.4185"
"1954-02-11","N","1 year","0.4256"
"1954-02-12","N","1 year","0.4124"
"1954-02-15","N","1 year","0.4167"
"1954-02-16","N","1 year","0.4247"
"1954-02-17","N","1 year","0.4246"
"1954-02-18","N","1 year","0.4211"
"1954-02-19","N","1 year","0.4217"
"1954-02-23","N","1 year","0.4255"
"1954-02-24","N","1 year","0.4178"
"1954-02-25","N","1 year","0.4115"
"1954-02-26","N","1 year","0.4058"
"1954-03-01","N","1 year","0.4031"
"1954-03-02","N","1 year","0.4115"
"1954-03-03","N","1 year","0.4168"
"1954-03-04","N","1 year","0.4207"
"1954-03-05","N","1 year","0.4058"
"1954-03-08","N","1 year","0.3830"
"1954-03-09","N","1 year","0.3663"
"1954-03-10","N","1 year","0.3719"
"1954-03-11","Y","1 year","0.3421"
"1954-03-12","N","1 year","0.3099"
"1954-03-15","N","1 year","0.3441"
"1954-03-16","N","1 year","0.3547"
"1954-03-17","N","1 year","0.3569"
"1954-03-18","Y","1 year","0.3536"
"1954-03-19","Y","1 year","0.3410"
"1954-03-22","N","1 year","0.3502"
"1954-03-23","N","1 year","0.3775"
"1954-03-24","N","1 year","0.3952"
"1954-03-25","N","1 year","0.3990"
"1954-03-26","N","1 year","0.3867"
"1954-03-29","N","1 year","0.3823"
"1954-03-30","N","1 year","0.3684"
"1954-03-31","Y","1 year","0.3579"
"1954-04-01","Y","1 year","0.3599"
"1954-04-02","Y","1 year","0.3535"
"1954-04-05","Y","1 year","0.3602"
"1954-04-06","N","1 year","0.3762"
"1954-04-07","N","1 year","0.3773"
"1954-04-08","Y","1 year","0.3674"
"1954-04-09","Y","1 year","0.3575"
"1954-04-12","N","1 year","0.3659"
"1954-04-13","Y","1 year","0.3643"
"1954-04-14","Y","1 year","0.3569"
"1954-04-15","Y","1 year","0.3586"
"1954-04-19","N","1 year","0.3768"
"1954-04-20","N","1 year","0.3794"
"1954-04-21","N","1 year","0.3864"
"1954-04-22","N","1 year","0.3732"
"1954-04-23","N","1 year","0.3718"
"1954-04-26","N","1 year","0.3741"
"1954-04-27","N","1 year","0.3728"
"1954-04-28","N","1 year","0.3573"
"1954-04-29","Y","1 year","0.3470"
"1954-04-30","Y","1 year","0.3460"
"1954-05-03","N","1 year","0.3364"
"1954-05-04","Y","1 year","0.3310"
"1954-05-05","Y","1 year","0.3368"
"1954-05-06","Y","1 year","0.3290"
"1954-05-07","Y","1 year","0.3239"
"1954-05-10","N","1 year","0.3225"
"1954-05-11","N","1 year","0.3134"
"1954-05-12","Y","1 year","0.2953"
"1954-05-13","N","1 year","0.3109"
"1954-05-14","Y","1 year","0.2854"
"1954-05-17","Y","1 year","0.2819"
"1954-05-18","Y","1 year","0.2922"
"1954-05-19","N","1 year","0.3054"
"1954-05-20","N","1 year","0.3095"
"1954-05-21","Y","1 year","0.2929"
"1954-05-24","Y","1 year","0.2917"
"1954-05-25","N","1 year","0.2997"
"1954-05-26","Y","1 year","0.2976"
"1954-05-27","N","1 year","0.3057"
"1954-05-28","Y","1 year","0.2987"
"1954-06-01","N","1 year","0.3004"
"1954-06-02","N","1 year","0.3062"
"1954-06-03","N","1 year","0.3163"
"1954-06-04","N","1 year","0.3295"
"1954-06-07","N","1 year","0.3439"
"1954-06-08","N","1 year","0.3839"
"1954-06-09","N","1 year","0.3857"
"1954-06-10","N","1 year","0.3849"
"1954-06-11","N","1 year","0.3863"
"1954-06-14","N","1 year","0.3826"
"1954-06-15","N","1 year","0.3836"
"1954-06-16","N","1 year","0.3761"
"1954-06-17","N","1 year","0.3847"
"1954-06-18","N","1 year","0.3823"
"1954-06-21","N","1 year","0.3940"
"1954-06-22","N","1 year","0.3962"
"1954-06-23","N","1 year","0.3989"
"1954-06-24","Y","1 year","0.3999"
"1954-06-25","N","1 year","0.4038"
"1954-06-28","Y","1 year","0.3924"
"1954-06-29","Y","1 year","0.3860"
"1954-06-30","N","1 year","0.4047"
"1954-07-01","N","1 year","0.4101"
"1954-07-02","Y","1 year","0.4089"
"1954-07-06","Y","1 year","0.4432"
"1954-07-07","Y","1 year","0.4222"
"1954-07-08","N","1 year","0.4242"
"1954-07-09","Y","1 year","0.4184"
"1954-07-12","N","1 year","0.4193"
"1954-07-13","N","1 year","0.4071"
"1954-07-14","N","1 year","0.4041"
"1954-07-15","Y","1 year","0.4044"
"1954-07-16","N","1 year","0.4092"
"1954-07-19","N","1 year","0.4043"
"1954-07-20","N","1 year","0.4152"
"1954-07-21","N","1 year","0.4199"
"1954-07-22","Y","1 year","0.4206"
"1954-07-23","Y","1 year","0.4345"
"1954-07-26","Y","1 year","0.4364"
"1954-07-27","Y","1 year","0.4339"
"1954-07-28","Y","1 year","0.4225"
"1954-07-29","Y","1 year","0.4181"
"1954-07-30","Y","1 year","0.3902"
"1954-08-02","Y","1 year","0.3885"
"1954-08-03","N","1 year","0.3932"
"1954-08-04","N","1 year","0.3709"
"1954-08-05","N","1 year","0.3832"
"1954-08-06","N","1 year","0.3927"
"1954-08-09","N","1 year","0.3861"
"1954-08-10","N","1 year","0.3744"
"1954-08-11","N","1 year","0.3714"
"1954-08-12","N","1 year","0.3799"
"1954-08-13","N","1 year","0.3727"
"1954-08-16","Y","1 year","0.3482"
"1954-08-17","Y","1 year","0.3464"
"1954-08-18","N","1 year","0.3458"
"1954-08-19","Y","1 year","0.3486"
"1954-08-20","Y","1 year","0.3451"
"1954-08-23","N","1 year","0.3726"
"1954-08-24","N","1 year","0.3803"
"1954-08-25","N","1 year","0.3964"
"1954-08-26","N","1 year","0.4063"
"1954-08-27","N","1 year","0.4012"
"1954-08-30","N","1 year","0.4142"
"1954-08-31","N","1 year","0.4475"
"1954-09-01","N","1 year","0.4437"
"1954-09-02","N","1 year","0.4404"
"1954-09-03","N","1 year","0.4381"
"1954-09-07","N","1 year","0.4303"
"1954-09-08","N","1 year","0.4303"
"1954-09-09","N","1 year","0.4283"
"1954-09-10","N","1 year","0.4329"
"1954-09-13","N","1 year","0.4396"
"1954-09-14","Y","1 year","0.4383"
"1954-09-15","Y","1 year","0.4301"
"1954-09-16","Y","1 year","0.4332"
"1954-09-17","Y","1 year","0.4241"
"1954-09-20","N","1 year","0.4295"
"1954-09-21","Y","1 year","0.4278"
"1954-09-22","Y","1 year","0.4184"
"1954-09-23","Y","1 year","0.4179"
"1954-09-24","Y","1 year","0.3151"
"1954-09-27","Y","1 year","0.3396"
"1954-09-28","Y","1 year","0.3555"
"1954-09-29","N","1 year","0.3548"
"1954-09-30","N","1 year","0.3516"
"1954-10-01","N","1 year","0.3159"
"1954-10-04","N","1 year","0.3187"
"1954-10-05","N","1 year","0.3175"
"1954-10-06","Y","1 year","0.3034"
"1954-10-07","N","1 year","0.2964"
"1954-10-08","N","1 year","0.2596"
"1954-10-11","N","1 year","0.2589"
"1954-10-12","N","1 year","0.2862"
"1954-10-13","N","1 year","0.2826"
"1954-10-14","N","1 year","0.2930"
"1954-10-15","N","1 year","0.3040"
"1954-10-18","N","1 year","0.3085"
"1954-10-19","N","1 year","0.3184"
"1954-10-20","N","1 year","0.3239"
"1954-10-21","N","1 year","0.3255"
"1954-10-22","N","1 year","0.3355"
"1954-10-25","N","1 year","0.3338"
"1954-10-26","N","1 year","0.3240"
"1954-10-27","N","1 year","0.3160"
"1954-10-28","N","1 year","0.3290"
"1954-10-29","N","1 year","0.3365"
"1954-11-01","N","1 year","0.3299"
"1954-11-03","N","1 year","0.3329"
"1954-11-04","Y","1 year","0.3394"
"1954-11-05","N","1 year","0.3498"
"1954-11-08","Y","1 year","0.3510"
"1954-11-09","Y","1 year","0.3457"
"1954-11-10","Y","1 year","0.3478"
"1954-11-11","Y","1 year","0.3517"
"1954-11-12","Y","1 year","0.3837"
"1954-11-15","N","1 year","0.3806"
"1954-11-16","Y","1 year","0.3676"
"1954-11-17","Y","1 year","0.3556"
"1954-11-18","N","1 year","0.3618"
"1954-11-19","N","1 year","0.3519"
"1954-11-22","N","1 year","0.3597"
"1954-11-23","Y","1 year","0.3435"
"1954-11-24","Y","1 year","0.3349"
"1954-11-26","Y","1 year","0.3135"
"1954-11-29","N","1 year","0.3191"
"1954-11-30","N","1 year","0.3292"
"1954-12-01","N","1 year","0.3342"
"1954-12-02","N","1 year","0.3295"
"1954-12-03","N","1 year","0.3250"
"1954-12-06","Y","1 year","0.3148"
"1954-12-07","Y","1 year","0.3044"
"1954-12-08","N","1 year","0.3144"
"1954-12-09","N","1 year","0.3229"
"1954-12-10","N","1 year","0.3143"
"1954-12-13","N","1 year","0.3140"
"1954-12-14","N","1 year","0.3121"
"1954-12-15","N","1 year","0.3038"
"1954-12-16","Y","1 year","0.2920"
"1954-12-17","Y","1 year","0.2856"
"1954-12-20","Y","1 year","0.2723"
"1954-12-21","Y","1 year","0.2816"
"1954-12-22","N","1 year","0.2850"
"1954-12-23","N","1 year","0.2864"
"1954-12-27","N","1 year","0.2895"
"1954-12-28","Y","1 year","0.2715"
"1954-12-29","Y","1 year","0.2633"
"1954-12-30","N","1 year","0.2725"
"1954-12-31","Y","1 year","0.2551"
"1955-01-03","Y","1 year","0.2288"
"1955-01-04","N","1 year","0.2356"
"1955-01-05","N","1 year","0.2655"
"1955-01-06","N","1 year","0.2883"
"1955-01-07","N","1 year","0.2599"
"1955-01-10","N","1 year","0.2339"
"1955-01-11","N","1 year","0.2438"
"1955-01-12","N","1 year","0.2577"
"1955-01-13","N","1 year","0.2608"
"1955-01-14","N","1 year","0.2512"
"1955-01-17","N","1 year","0.2860"
"1955-01-18","N","1 year","0.2693"
"1955-01-19","N","1 year","0.2506"
"1955-01-20","N","1 year","0.2303"
"1955-01-21","N","1 year","0.2164"
"1955-01-24","N","1 year","0.2288"
"1955-01-25","N","1 year","0.2312"
"1955-01-26","N","1 year","0.2089"
"1955-01-27","N","1 year","0.2045"
"1955-01-28","N","1 year","0.2020"
"1955-01-31","N","1 year","0.1963"
"1955-02-01","N","1 year","0.1991"
"1955-02-02","N","1 year","0.2079"
"1955-02-03","N","1 year","0.2289"
"1955-02-04","Y","1 year","0.2124"
"1955-02-07","N","1 year","0.2067"
"1955-02-08","N","1 year","0.2112"
"1955-02-09","N","1 year","0.1880"
"1955-02-10","Y","1 year","0.1769"
